Scientific Name	Common Name	Species Code	Population Code	Lead Region	Federal Listing Status	Where Listed
Pittosporum hawaiiense	No common name	Q2G9	P01	1	Endangered	Entire
Pittosporum napaliense	Ho`awa	Q37I	P01	1	Endangered	
Pituophis melanoleucus lodingi	Black pine snake	C029	V01	4	Threatened	Entire
Pityopsis ruthii	Ruth's golden aster	Q2QK	P01	4	Endangered	
Plagiobothrys hirtus	rough popcornflower	Q1HU	P01	1	Endangered	Entire
Plagiobothrys strictus	Calistoga allocarya	Q1HV	P01	8	Endangered	
Plagopterus argentissimus	Woundfin	E00Z	V01	6	Endangered	Entire, except Gila R. drainage, AZ, NM
Planigale ingrami subtilissima	Little planigale	A03D	V01	Foreign	Endangered	Australia
Planigale tenuirostris	Southern planigale	A03E	V01	Foreign	Endangered	Australia
Plantago hawaiensis	Kuahiwi laukahi	Q37S	P01	1	Endangered	
Plantago princeps	Kuahiwi laukahi	Q20M	P01	1	Endangered	
Platanista gangetica minor	South Asian River dolphin	A0FR	V01	Foreign	Endangered	Entire
Platanthera holochila	No common name	Q2GE	P01	1	Endangered	
Platanthera leucophaea	Eastern prairie fringed orchid	Q2GG	P01	3	Threatened	
Platanthera praeclara	Western prairie fringed Orchid	Q2YD	P01	3	Threatened	
Platydesma cornuta cornuta	No common name	Q37U	P01	1	Endangered	
Platydesma cornuta decurrens	No common name	Q37V	P01	1	Endangered	
Platydesma remyi	No common name	Q1I5	P01	1	Endangered	
Platydesma rostrata	Pilo kea lau li`i	Q37W	P01	1	Endangered	
Platysteira laticincta	Banded wattle-eye	B0AB	V01	Foreign	Endangered	Entire
Pleodendron macranthum	Chupacallos	Q2GH	P01	4	Endangered	
Pleomele fernaldii	Hala pepe	Q3HU	P01	1	Endangered	
Pleomele forbesii	Hala pepe	Q2GJ	P01	1	Endangered	
Pleomele hawaiiensis	Hala pepe	Q37X	P01	1	Endangered	
Plethobasus cicatricosus	White wartyback (pearlymussel)	F00M	I01	4	Endangered	Entire
Plethobasus cooperianus	Orangefoot pimpleback (pearlymussel)	F00R	I01	4	Endangered	Entire
Plethobasus cyphyus	Sheepnose Mussel	F046	I01	3	Endangered	Entire
Plethodon neomexicanus	Jemez Mountains salamander	D019	V01	2	Endangered	Entire
Plethodon nettingi	Cheat Mountain salamander	D011	V01	5	Threatened	Entire
Plethodon shenandoah	Shenandoah salamander	D01G	V01	5	Endangered	Entire
Pleurobema clava	Clubshell	F01D	I01	5	Endangered	Wherever found; Except where listed as Experimental Populations
Pleurobema collina	James spinymussel	F025	I01	5	Endangered	Entire
Pleurobema curtum	Black clubshell	F011	I01	4	Endangered	Entire
Pleurobema decisum	Southern clubshell	F036	I01	4	Endangered	Entire
Pleurobema furvum	Dark pigtoe	F03A	I01	4	Endangered	Entire
Pleurobema georgianum	Southern pigtoe	F03B	I01	4	Endangered	Entire
Pleurobema gibberum	Cumberland pigtoe	F033	I01	4	Endangered	Entire
Pleurobema hanleyianum	Georgia pigtoe	F03Z	I01	4	Endangered	Entire
Pleurobema marshalli	Flat pigtoe	F013	I01	4	Endangered	Entire
Pleurobema perovatum	Ovate clubshell	F035	I01	4	Endangered	Entire
Pleurobema plenum	Rough pigtoe	F00P	I01	4	Endangered	Entire
Pleurobema pyriforme	Oval pigtoe	F02S	I01	4	Endangered	Entire
Pleurobema strodeanum	Fuzzy pigtoe	F03V	I01	4	Threatened	Entire
Pleurobema taitianum	Heavy pigtoe	F014	I01	4	Endangered	Entire
Pleurocera foremani	Rough hornsnail	G06V	I01	4	Endangered	Entire
Pleuronaia dolabelloides	Slabside Pearlymussel	F01Y	I01	4	Endangered	Entire
Ploceus golandi	Clarke's weaver	B0AC	V01	Foreign	Endangered	Entire
Poa atropurpurea	San Bernardino bluegrass	Q1I9	P01	8	Endangered	
Poa mannii	Mann's bluegrass	Q2GL	P01	1	Endangered	
Poa napensis	Napa bluegrass	Q1ID	P01	8	Endangered	
Poa sandvicensis	Hawaiian bluegrass	Q20O	P01	1	Endangered	
Poa siphonoglossa	No common name	Q2GQ	P01	1	Endangered	
Podarcis pityusensis	Ibiza wall lizard	C04D	V01	Foreign	Threatened	Entire
Podiceps taczanowskii	Junin grebe	B0C7	V01	Foreign	Endangered	Entire
Podilymbus gigas	Atitlan grebe	B01Q	V01	Foreign	Endangered	Entire
Podocnemis expansa	Tartaruga	C00G	V01	Foreign	Endangered	Entire
Podocnemis unifilis	Tracaja	C00K	V01	Foreign	Endangered	Entire
Poeciliopsis occidentalis	Gila topminnow (incl. Yaqui)	E00C	V01	2	Endangered	Entire
Pogogyne abramsii	San Diego mesa-mint	Q20P	P01	8	Endangered	
Pogogyne nudiuscula	Otay mesa-mint	Q2GS	P01	8	Endangered	
Polioptila californica californica	Coastal California gnatcatcher	B08X	V01	8	Threatened	Entire
Polyborus plancus audubonii	Audubon's crested caracara	B06Q	V01	4	Threatened	U.S.A. (FL)
Polygala lewtonii	Lewton's polygala	Q20Q	P01	4	Endangered	
Polygala smallii	Tiny polygala	Q2GW	P01	4	Endangered	
Polygonella basiramia	Wireweed	Q20R	P01	4	Endangered	
Polygonella myriophylla	Sandlace	Q20S	P01	4	Endangered	
Polygonum hickmanii	Scotts Valley Polygonum	Q3HV	P01	8	Endangered	Entire
Polygyriscus virginianus	Virginia fringed mountain snail	G00Z	I01	5	Endangered	Entire
Polyphylla barbata	Mount Hermon June beetle	I0OV	I01	8	Endangered	Entire
Polyplectron emphanum	Palawan peacock pheasant	B02U	V01	Foreign	Endangered	Entire
Polyscias bisattenuata	No common name	Q22G	P01	1	Endangered	
Polyscias flynnii	No common name	Q3N2	P01	1	Endangered	
Polyscias gymnocarpa	`Ohe`ohe	Q22F	P01	1	Endangered	
Polyscias lydgatei	No common name	Q22R	P01	1	Endangered	Entire
Polyscias racemosa	No common name	Q1ZG	P01	1	Endangered	
Polystichum aleuticum	Aleutian shield fern	S00V	P01	7	Endangered	
Polystichum calderonense	No common name	S01V	P01	4	Endangered	
Polysticta stelleri	Steller's Eider	B090	V01	7	Threatened	U.S. Alaska breeding population only
Pomarea nigra	Tahiti flycatcher	B01L	V01	Foreign	Endangered	Entire
Pongo pygmaeus	Orangutan	A01Y	V01	Foreign	Endangered	Borneo,Sumatra
Porites napopora	No common name	P01H	I01	NMFS	Threatened	Entire
Portulaca sclerocarpa	Po`e	Q20T	P01	1	Endangered	
Potamilus capax	Fat pocketbook	F00T	I01	4	Endangered	Entire
Potamilus inflatus	Alabama (=inflated) heelsplitter	F01O	I01	4	Threatened	Entire
Potamogeton clystocarpus	Little Aguja (=Creek) Pondweed	Q20U	P01	2	Endangered	
Potentilla hickmanii	Hickman's potentilla	Q1J8	P01	8	Endangered	
Presbytis potenziani	Long-tailed langur	A06H	V01	Foreign	Threatened	Indonesia
Presbytis senex	Purple-faced langur	A06I	V01	Foreign	Threatened	Sri Lanka
Prietella phreatophila	Mexican blindcat (catfish)	E00K	V01	Foreign	Endangered	Entire
Primula maguirei	Maguire primrose	Q2H5	P01	6	Threatened	
Priodontes maximus	Giant armadillo	A04O	V01	Foreign	Endangered	Entire
Prionailurus (=Felis) bengalensis bengalensis	Leopard cat	A04Y	V01	Foreign	Endangered	Entire
Prionailurus (=Felis) bengalensis iriomotensis	Iriomote cat	A079	V01	Foreign	Endangered	Entire
Prionailurus (=Felis) planiceps	Flat-headed cat	A04X	V01	Foreign	Endangered	Entire
Prionodon pardicolor	Spotted linsang	A05Q	V01	Foreign	Endangered	Entire
Pristis clavata	Dwarf sawfish	E0D2	V01	NMFS	Endangered	Entire
Pristis pectinata	Smalltooth sawfish	E0A9	V01	NMFS	Endangered	Smalltooth sawfish originating from U.S. waters.
Pristis pectinata	Smalltooth sawfish	E0A9	V02	NMFS	Endangered	Non-US DPS
Pristis pristis	Largetooth Sawfish	E0CG	V01	NMFS	Endangered	Entire
Pristis zijsron	Green sawfish	E0D3	V01	NMFS	Endangered	Entire
Pritchardia aylmer-robinsonii	Wahane	Q1JK	P01	1	Endangered	
Pritchardia hardyi	(=Na`ena`e) lo`ulu	Q38C	P01	1	Endangered	
Pritchardia kaalae	Lo`ulu	Q2VM	P01	1	Endangered	
Pritchardia lanigera	Lo`ulu	Q1JR	P01	1	Endangered	Entire
Pritchardia maideniana	Lo`ulu	Q38B	P01	1	Endangered	
Pritchardia munroi	Lo`ulu	Q20W	P01	1	Endangered	
Pritchardia napaliensis	Lo`ulu	Q38D	P01	1	Endangered	
Pritchardia remota	Lo`ulu	Q1JS	P01	1	Endangered	
Pritchardia schattaueri	Lo`ulu	Q2VN	P01	1	Endangered	
Pritchardia viscosa	Lo`ulu	Q38E	P01	1	Endangered	
Probarbus jullieni	Ikan temoleh (minnow)	E01V	V01	Foreign	Endangered	Entire
Procolobus (=Colobus) pennantii (=kirki) kirki	Zanzibar red colobus monkey	A01X	V01	Foreign	Endangered	Entire
Procolobus (=Colobus) preussi (=badius p.)	Preuss' red colobus monkey	A0A4	V01	Foreign	Endangered	Entire
Procolobus (=Colobus) rufomitratus (=badius r.)	Tana River red colobus monkey	A01V	V01	Foreign	Endangered	Entire
Propithecus spp.	Sifakas	A03N	V01	Foreign	Endangered	Entire
Prunus geniculata	Scrub plum	Q20X	P01	4	Endangered	
Psammobates geometricus	Geometric turtle	C01G	V01	Foreign	Endangered	Entire
Psephotus chrysopterygius	Golden-shouldered parakeet	B02B	V01	Foreign	Endangered	Entire
Psephotus pulcherrimus	Paradise parakeet	B02D	V01	Foreign	Endangered	Entire
Pseudemydura umbrina	Short-necked or western swamp turtle	C00M	V01	Foreign	Endangered	Entire
Pseudemys alabamensis	Alabama red-belly turtle	C01W	V01	4	Endangered	Entire
Pseudemys rubriventris bangsi	Plymouth Redbelly Turtle	C021	V01	5	Endangered	Entire
Pseudibis gigantea	Giant ibis	B0C2	V01	Foreign	Endangered	Entire
Pseudobahia bahiifolia	Hartweg's golden sunburst	Q1K2	P01	8	Endangered	
Pseudobahia peirsonii	San Joaquin adobe sunburst	Q1K3	P01	8	Threatened	
Pseudobulweria macgillivrayi	Fiji petrel	B0C5	V01	Foreign	Endangered	Entire
Pseudocopaeodes eunus obscurus	Carson wandering skipper	I0RG	I01	8	Endangered	Entire
Pseudomys fieldi	Field's mouse	A037	V01	Foreign	Endangered	Entire
Pseudomys fumeus	Smoky mouse	A03B	V01	Foreign	Endangered	Australia
Pseudomys gouldii	Gould's mouse	A048	V01	Foreign	Endangered	Entire
Pseudomys novaehollandiae	New Holland mouse	A038	V01	Foreign	Endangered	Entire
Pseudomys occidentalis	Western mouse	A03C	V01	Foreign	Endangered	Australia
Pseudomys praeconis	Shark Bay mouse	A039	V01	Foreign	Endangered	Australia
Pseudomys shortridgei	Shortridge's mouse	A03A	V01	Foreign	Endangered	Australia
Pseudonestor xanthophrys	Maui parrotbill (honeycreeper)	B00M	V01	1	Endangered	Entire
Pseudorca crassidens	false killer whale	A0KX	V01	NMFS	Endangered	Main Hawaiian Islands Insular DPS — See 50 CFR 224.101
Pseudotryonia adamantina	Diamond Tryonia	G04W	I01	2	Endangered	Entire
Psittacula echo	Mauritius parakeet	B03V	V01	Foreign	Endangered	Entire
Psittirostra psittacea	`O`u (honeycreeper)	B00J	V01	1	Endangered	Entire
Psophodes nigrogularis	Western whipbird	B03M	V01	Foreign	Endangered	Entire
Psychotria grandiflora	Kopiko	Q1KB	P01	1	Endangered	
Psychotria hexandra ssp. oahuensis	Oahu wild coffee (=kopiko)	Q3H6	P01	1	Endangered	
Psychotria hobdyi	Kopiko	Q38F	P01	1	Endangered	
Psychotria malaspinae	Aplokating-palaoan	Q3P0	P01	1	Endangered	
Pteralyxia kauaiensis	Kaulu	Q20Y	P01	1	Endangered	
Pteralyxia macrocarpa	Kaulu	Q1KE	P01	1	Endangered	
Pteris lidgatei	No common name	S00W	P01	1	Endangered	
Pterodroma aterrima	Mascarene black petrel	B09Z	V01	Foreign	Endangered	Entire
Pterodroma axillaris	Chatham Island petrel	B0CH	V01	Foreign	Endangered	Entire
Pterodroma cahow	Bermuda petrel	B015	V01	4	Endangered	Entire
Pterodroma madeira	Freira	B09Y	V01	Foreign	Endangered	Entire
Pterodroma magentae	Magenta petrel	B0CI	V01	Foreign	Endangered	Entire
Pterodroma phaeopygia	Galapagos petrel	B0CJ	V01	Foreign	Threatened	Entire
Pterodroma sandwichensis	Hawaiian petrel	B00N	V01	1	Endangered	Entire
Pteronura brasiliensis	Giant otter	A020	V01	Foreign	Endangered	South America
Pteropus mariannus mariannus	Mariana fruit Bat (=Mariana flying fox)	A07X	V04	1	Threatened	Entire
Pteropus rodricensis	Rodrigues fruit bat (=flying fox)	A09Y	V01	Foreign	Endangered	Entire
Pteropus tokudae	Little Mariana fruit Bat	A07W	V01	1	Endangered	Entire
Ptilimnium nodosum	Harperella	Q2H9	P01	5	Endangered	Entire
Ptychobranchus greenii	Triangular Kidneyshell	F037	I01	4	Endangered	Entire
Ptychobranchus jonesi	Southern kidneyshell	F02N	I01	4	Endangered	Entire
Ptychobranchus subtentum	Fluted kidneyshell	F041	I01	4	Endangered	Entire
Ptychocheilus lucius	Colorado pikeminnow (=squawfish)	E006	V01	6	Endangered	Entire, except Salt and Verde R. drainages, AZ
Pudu pudu	Pudu	A061	V01	Foreign	Endangered	Southern South America
Puffinus auricularis newelli	Newell's Townsend's shearwater	B04O	V01	1	Threatened	Entire
Puffinus heinrothi	Heinroth's shearwater	B0C4	V01	Foreign	Threatened	Entire
Puma (=Felis) concolor (all subsp. except coryi)	Puma (=mountain lion)	A0G0	V01	5	Similarity of Appearance to a Threatened Taxon	U.S.A. (FL)
Puma (=Felis) concolor coryi	Florida panther	A008	V01	4	Endangered	Entire
Puma (=Felis) concolor costaricensis	Costa Rican puma	A062	V01	Foreign	Endangered	Panama, Nicaragua, Costa Rica
Puma (=Felis) concolor couguar	Eastern puma (=cougar)	A046	V01	5	Endangered	Entire
Purshia (=Cowania) subintegra	Arizona Cliffrose	Q20Z	P01	2	Endangered	
Pygathrix nemaeus	Douc langur	A01H	V01	Foreign	Endangered	Entire
Pyrgulopsis (=Marstonia) pachyta	Armored snail	G03B	I01	4	Endangered	Entire
Pyrgulopsis bernardina	San Bernardino springsnail	G05E	I01	2	Threatened	Entire
Pyrgulopsis bruneauensis	Bruneau Hot springsnail	G03R	I01	1	Endangered	Entire
Pyrgulopsis chupaderae	Chupadera springsnail	G03S	I01	2	Endangered	Entire
Pyrgulopsis neomexicana	Socorro springsnail	G05P	I01	2	Endangered	Entire
Pyrgulopsis ogmorhaphe	Royal marstonia (snail)	G027	I01	4	Endangered	Entire
Pyrgulopsis roswellensis	Roswell springsnail	G03T	I01	2	Endangered	Entire
Pyrgulopsis texana	Phantom Springsnail	G00X	I01	2	Endangered	Entire
Pyrgulopsis trivialis	Three Forks Springsnail	G051	I01	2	Endangered	Entire
Pyrgus ruralis lagunae	Laguna Mountains skipper	I0LW	I01	8	Endangered	Entire
Pyriglena atra	Fringe-backed fire-eye	B0D3	V01	Foreign	Endangered	Entire
Pyrrhula pyrrhula murina	Sao Miguel bullfinch (finch)	B012	V01	Foreign	Endangered	Entire
Pyrrhura cruentata	Blue-throated (=ochre-marked) parakeet	B029	V01	Foreign	Endangered	Entire
Python molurus molurus	Indian python	C01A	V01	Foreign	Endangered	Entire
Quadrula cylindrica cylindrica	Rabbitsfoot	F03X	I01	4	Threatened	Entire
Quadrula cylindrica strigillata	Rough rabbitsfoot	F00V	I01	5	Endangered	Entire
Quadrula fragosa	Winged Mapleleaf	F00C	I01	3	Endangered	Entire; except where listed as experimental populations
Quadrula intermedia	Cumberland monkeyface (pearlymussel)	F00E	I01	4	Endangered	Wherever found; Except where listed as Experimental Populations
Quadrula sparsa	Appalachian monkeyface (pearlymussel)	F00D	I01	5	Endangered	Entire
Quadrula stapes	Stirrupshell	F027	I01	4	Endangered	Entire
Quercus hinckleyi	Hinckley oak	Q211	P01	2	Threatened	
Quisicalus palustris	Slender-billed Grackle	B01O	V01	Foreign	Endangered	Entire
Rallus longirostris levipes	Light-footed clapper rail	B04B	V01	8	Endangered	Entire
Rallus longirostris obsoletus	California clapper rail	B04A	V01	8	Endangered	Entire
Rallus longirostris yumanensis	Yuma clapper rail	B00P	V01	2	Endangered	Entire
Rallus owstoni	Guam rail	B063	V01	1	Endangered	Entire, except where listed as experimental
Rallus pectoralis muelleri	Aukland Island rail	B031	V01	Foreign	Endangered	Entire
Ramphocinclus brachyurus	White-breasted thrasher	B03D	V01	Foreign	Endangered	Entire
Ramphodon (=Glaucis) dohrnii	Hook-billed hermit (hummingbird)	B054	V01	Foreign	Endangered	Entire
Rana chiricahuensis	Chiricahua leopard frog	D02F	V01	2	Threatened	Entire
Rana draytonii	California red-legged frog	D02D	V01	8	Threatened	Entire
Rana muscosa	Mountain yellow-legged frog	D02H	V01	8	Endangered	U.S.A., southern California
Rana muscosa	Mountain yellow-legged frog	D02H	V02	8	Endangered	U.S.A., northern California
Rana pretiosa	Oregon spotted frog	D02A	V01	1	Threatened	Entire
Rana sevosa	dusky gopher frog	D031	V01	4	Endangered	Entire
Rana sierrae	Sierra Nevada Yellow-legged Frog	D04M	V01	8	Endangered	Entire
Rangifer tarandus caribou	Woodland caribou	A088	V01	1	Endangered	U.S.A. (ID, WA), Canada (that part of S.E. British Columbia bounded by the U.S.-Can. border, Columbia R., Kootenay R., Kootenay L., and Kootenai R.)
Ranunculus aestivalis (=acriformis)	Autumn Buttercup	Q212	P01	6	Endangered	
Reithrodontomys raviventris	Salt marsh harvest mouse	A03Y	V01	8	Endangered	wherever found
Remya kauaiensis	No common name	Q213	P01	1	Endangered	
Remya mauiensis	Maui remya	Q214	P01	1	Endangered	
Remya montgomeryi	No common name	Q2YH	P01	1	Endangered	
Rhadine exilis	[no common name] Beetle	I0RF	I01	2	Endangered	Entire
Rhadine infernalis	[no common name] Beetle	I0P1	I01	2	Endangered	Entire
Rhadine persephone	Tooth Cave ground beetle	I0IB	I01	2	Endangered	Entire
Rhaphiomidas terminatus abdominalis	Delhi Sands flower-loving fly	I0MG	I01	8	Endangered	Entire
Rhea (=Pterocnemia) pennata	Lesser rhea (incl. Darwin's)	B032	V01	Foreign	Endangered	Entire
Rhinichthys osculus lethoporus	Independence Valley speckled dace	E03E	V01	8	Endangered	Entire
Rhinichthys osculus nevadensis	Ash Meadows speckled dace	E03A	V01	8	Endangered	Entire
Rhinichthys osculus oligoporus	Clover Valley speckled dace	E03B	V01	8	Endangered	Entire
Rhinichthys osculus ssp.	Foskett speckled dace	E03D	V01	1	Threatened	Entire
Rhinichthys osculus thermalis	Kendall Warm Springs dace	E00S	V01	6	Endangered	Entire
Rhinoceros sondaicus	Javan rhinoceros	A024	V01	Foreign	Endangered	Sikkim, Thailand, Malaysia, Indonesia, Indochina, Burma, Bangladesh
Rhinoceros unicornis	Great Indian rhinoceros	A03M	V01	Foreign	Endangered	Nepal, India
Rhinopithecus avunculus	Tonkin snub-nosed monkey	A0FY	V01	Foreign	Endangered	Entire
Rhinopithecus bieti	Yunnan snub-nosed monkey	A0FZ	V01	Foreign	Endangered	Entire
Rhinopithecus brelichi	Guizhou snub-nosed monkey	A0FW	V01	Foreign	Endangered	Entire
Rhinopithecus roxellana	Sichuan snub-nosed monkey	A0FX	V01	Foreign	Endangered	Entire
Rhinoptilus bitorquatus	Jerdon's courser	B0BU	V01	Foreign	Endangered	Entire
Rhodiola integrifolia ssp. leedyi	Leedy's roseroot	Q392	P01	3	Threatened	Entire
Rhododendron chapmanii	Chapman rhododendron	Q215	P01	4	Endangered	
Rhodonessa caryophyllacea	Pink-headed duck	B04X	V01	Foreign	Endangered	Entire
Rhus michauxii	Michaux's sumac	Q2HH	P01	4	Endangered	
Rhynchopsitta pachyrhyncha	Thick-billed parrot	B00W	V01	2	Endangered	Entire
Rhynchospora knieskernii	Knieskern's Beaked-rush	Q216	P01	5	Threatened	
Rhynochetos jubatus	Kagu	B01V	V01	Foreign	Endangered	Entire
Ribes echinellum	Miccosukee gooseberry	Q217	P01	4	Threatened	
Romerolagus diazi	Volcano rabbit	A023	V01	Foreign	Endangered	Mexico
Rorippa gambellii	Gambel's watercress	Q38L	P01	8	Endangered	
Rostrhamus sociabilis plumbeus	Everglade snail kite	B00F	V01	4	Endangered	Entire
Rukia longirostra	Ponape greater white-eye	B03N	V01	Foreign	Endangered	Entire
Rupicapra rupicapra ornata	Apennine chamois	A051	V01	Foreign	Endangered	Entire
Sagittaria fasciculata	Bunched arrowhead	Q219	P01	4	Endangered	
Sagittaria secundifolia	Kral's water-plantain	Q2VT	P01	4	Threatened	
Saguinus bicolor	Pied tamarin	A06Y	V01	Foreign	Endangered	Entire
Saguinus leucopus	White-footed tamarin	A06Z	V01	Foreign	Threatened	Entire
Saguinus oedipus	Cotton-top tamarin	A06Q	V01	Foreign	Endangered	Entire
Saiga tatarica mongolica	Mongolian saiga (antelope)	A063	V01	Foreign	Endangered	Mongolia
Saimiri oerstedii	Red-backed squirrel monkey	A01S	V01	Foreign	Endangered	Entire
Salmo platycephalus	Ala balik (trout)	E00I	V01	Foreign	Endangered	Entire
Salmo salar	Atlantic salmon	E07L	V03	5	Endangered	Gulf of Maine DPS - See 50 CFR 224.101
Salvelinus confluentus	Bull Trout	E065	V06	1	Threatened	U.S.A., conterminous, (lower 48 states)
Samoana fragilis	Fragile tree snail	G0A7	I01	1	Endangered	Entire
Sanicula mariversa	No common name	Q38R	P01	1	Endangered	
Sanicula purpurea	No common name	Q1MF	P01	1	Endangered	
Santalum haleakalae var. lanaiense	Lanai sandalwood (=`iliahi)	Q2HX	P01	1	Endangered	
Sarracenia oreophila	Green pitcher-plant	Q21B	P01	4	Endangered	
Sarracenia rubra ssp. alabamensis	Alabama canebrake pitcher-plant	Q2HZ	P01	4	Endangered	
Sarracenia rubra ssp. jonesii	Mountain sweet pitcher-plant	Q2I0	P01	4	Endangered	Entire
Sauromalus varius	San Esteban Island chuckwalla	C02L	V01	Foreign	Endangered	Entire
Scaevola coriacea	Dwarf naupaka	Q21C	P01	1	Endangered	
Scaphirhynchus albus	Pallid sturgeon	E06X	V01	6	Endangered	Entire
Scaphirhynchus platorynchus	Shovelnose Sturgeon	E0BD	V01	6	Similarity of Appearance to a Threatened Taxon	Entire
Scaphirhynchus suttkusi	Alabama sturgeon	E026	V01	4	Endangered	Entire
Schiedea adamantis	Diamond Head schiedea	Q21E	P01	1	Endangered	
Schiedea apokremnos	Ma`oli`oli	Q2VV	P01	1	Endangered	
Schiedea attenuata	No common name	Q3H7	P01	1	Endangered	
Schiedea diffusa ssp. macraei	No common name	Q3OE	P01	1	Endangered	Entire
Schiedea haleakalensis	No common name	Q2VW	P01	1	Endangered	
Schiedea hawaiiensis	Ma`oli`oli	Q1MU	P01	1	Endangered	Entire
Schiedea helleri	No common name	Q2VX	P01	1	Endangered	
Schiedea hookeri	No common name	Q1MV	P01	1	Endangered	
Schiedea jacobii	No common name	Q3O2	P01	1	Endangered	Entire
Schiedea kaalae	No common name	Q21F	P01	1	Endangered	
Schiedea kauaiensis	No common name	Q38U	P01	1	Endangered	
Schiedea kealiae	Ma`oli`oli	Q1MW	P01	1	Endangered	
Schiedea laui	No common name	Q3O3	P01	1	Endangered	Entire
Schiedea lychnoides	Kuawawaenohu	Q2YL	P01	1	Endangered	
Schiedea lydgatei	No common name	Q2VY	P01	1	Endangered	
Schiedea membranacea	No common name	Q1MY	P01	1	Endangered	
Schiedea nuttallii	No common name	Q38V	P01	1	Endangered	
Schiedea obovata	No common name	Q1SQ	P01	1	Endangered	
Schiedea salicaria	No common name	Q21G	P01	1	Endangered	
Schiedea sarmentosa	No common name	Q1N2	P01	1	Endangered	
Schiedea spergulina var. leiopoda	No common name	Q2W0	P01	1	Endangered	
Schiedea spergulina var. spergulina	No common name	Q2W1	P01	1	Threatened	
Schiedea stellarioides	Laulihilihi	Q2W2	P01	1	Endangered	
Schiedea trinervis	No common name	Q1SR	P01	1	Endangered	
Schiedea verticillata	No common name	Q1N3	P01	1	Endangered	
Schiedea viscosa	No common name	Q2X3	P01	1	Endangered	
Schoenocrambe argillacea	Clay reed-mustard	Q38X	P01	6	Threatened	
Schoenocrambe barnebyi	Barneby reed-mustard	Q2QU	P01	6	Endangered	
Schoenocrambe suffrutescens	Shrubby reed-mustard	Q1N9	P01	6	Endangered	
Schoepfia arenaria	No common name	Q2W3	P01	4	Threatened	
Schwalbea americana	American chaffseed	Q2I4	P01	4	Endangered	Entire
Scirpus ancistrochaetus	Northeastern bulrush	Q21H	P01	5	Endangered	
Sclerocactus brevihamatus ssp. tobuschii	Tobusch fishhook cactus	Q1SV	P01	2	Endangered	
Sclerocactus brevispinus	Pariette cactus	Q3KI	P01	6	Threatened	
Sclerocactus glaucus	Colorado hookless Cactus	Q21I	P01	6	Threatened	Entire
Sclerocactus mesae-verdae	Mesa Verde cactus	Q21J	P01	2	Threatened	
Sclerocactus wetlandicus	Uinta Basin hookless cactus	Q3N6	P01	6	Threatened	
Sclerocactus wrightiae	Wright fishhook cactus	Q21K	P01	6	Endangered	
Scleropages formosus	Asian bonytongue	E01U	V01	Foreign	Endangered	Entire
Scutellaria floridana	Florida skullcap	Q2I9	P01	4	Threatened	
Scutellaria montana	Large-flowered skullcap	Q2IA	P01	4	Threatened	
Sebastes paucispinis	Bocaccio	E0BI	V01	NMFS	Endangered	Puget Sound-Georgia Basin DPS — See 50 CFR 224.101
Sebastes pinniger	canary rockfish	E0BK	V01	NMFS	Threatened	Puget Sound - Georgia Basin DPS  — see 50 CFR 223.102
Sebastes ruberrimus	yelloweye rockfish	E0BM	V01	NMFS	Threatened	Puget Sound - Georgia Basin DPS — See 50 CFR 223.102
Semnopithecus (=Presbytis) entellus	Gray (=entellus) langur	A05M	V01	Foreign	Endangered	Entire
Senecio layneae	Layne's butterweed	Q1O2	P01	8	Threatened	
Serianthes nelsonii	Hayun Iagu (=(Guam), Tronkon guafi (Rota))	Q2QW	P01	1	Endangered	
Seriatopora aculeata	No common name	P00I	I01	NMFS	Threatened	Entire
Sesbania tomentosa	Ohai	Q2IM	P01	1	Endangered	
Setonix brachyurus	Quokka	A04B	V01	Foreign	Endangered	Australia
Setophaga kirtlandii (= Dendroica kirtlandii)	Kirtland's Warbler	B03I	V01	3	Endangered	Entire
Sibara filifolia	Santa Cruz Island rockcress	Q1OF	P01	8	Endangered	
Sicyos albus	`Anunu	Q393	P01	1	Endangered	
Sidalcea keckii	Keck's Checker-mallow	Q1OS	P01	8	Endangered	
Sidalcea nelsoniana	Nelson's checker-mallow	Q21M	P01	1	Threatened	
Sidalcea oregana ssp. valida	Kenwood Marsh checker-mallow	Q1OU	P01	8	Endangered	
Sidalcea oregana var. calva	Wenatchee Mountains checkermallow	Q1OT	P01	1	Endangered	Local Endemic
Sidalcea pedata	Pedate checker-mallow	Q2IS	P01	8	Endangered	
Silene alexandri	No common name	Q21N	P01	1	Endangered	
Silene hawaiiensis	No common name	Q2IX	P01	1	Threatened	
Silene lanceolata	No common name	Q21O	P01	1	Endangered	
Silene perlmanii	No common name	Q39A	P01	1	Endangered	
Silene polypetala	Fringed campion	Q21P	P01	4	Endangered	
Silene spaldingii	Spalding's Catchfly	Q1P9	P01	1	Threatened	
Sisyrinchium dichotomum	White irisette	Q39D	P01	4	Endangered	
Sitta ledanti	Algerian nuthatch	B09V	V01	Foreign	Endangered	Entire
Sminthopsis longicaudata	Long-tailed marsupial-mouse	A036	V01	Foreign	Endangered	Entire
Sminthopsis psammophila	Large desert marsupial-mouse	A035	V01	Foreign	Endangered	Entire
Solanum drymophilum	Erubia	Q2J3	P01	4	Endangered	
Solanum guamense	Berenghenas halomtano	Q3P1	P01	1	Endangered	
Solanum incompletum	Popolo ku mai	Q21Q	P01	1	Endangered	
